rank,freq,Infinitiv,Unreg,Trans,"Präsens_ich","Präsens_du","Präsens_er, sie, es","Präteritum_ich","Partizip II","Konjunktiv II_ich","Imperativ Singular","Imperativ Plural",Hilfsverb
13512,209,schlitzen,"","",schlitze,schlitzt,schlitzt,schlitzte,geschlitzt,schlitzte,schlitz,schlitzt,haben
13515,209,schnupfen,"","",schnupfe,schnupfst,schnupft,schnupfte,geschnupft,schnupfte,schnupf,schnupft,haben
13518,209,"begünstigen","","","begünstige","begünstigst","begünstigt","begünstigte","begünstigt","begünstigte","begünstige","begünstigt",haben
13538,208,beleuchten,"","",beleuchte,beleuchtest,beleuchtet,beleuchtete,beleuchtet,beleuchtete,beleuchte,beleuchtet,haben
13550,208,meditieren,"","",meditiere,meditierst,meditiert,meditierte,meditiert,meditierte,meditier,meditiert,haben
13552,208,gackern,"","",gackere,gackerst,gackert,gackerte,gegackert,gackerte,gackere,gackert,haben
13554,208,kaputtmachen,"","","mache kaputt","machst kaputt","macht kaputt","machte kaputt",kaputtgemacht,"machte kaputt","mach kaputt","macht kaputt",haben
13558,208,gurken,"","",gurke,gurkst,gurkt,gurkte,gegurkt,gurkte,gurk,gurkt,sein
13561,208,zuziehen,"","","ziehe zu","ziehst zu","zieht zu","zog zu",zugezogen,"zöge zu","zieh zu","zieht zu",haben
13568,207,schachteln,"","",schachtle,schachtelst,schachtelt,schachtelte,geschachtelt,schachtelte,schachtle,schachtelt,haben
13590,207,abtauchen,"","","tauche ab","tauchst ab","taucht ab","tauchte ab",abgetaucht,"tauchte  ab","tauch ab","taucht ab",sein
13593,206,entwenden,"","",entwende,entwendest,entwendet,entwendete,entwendet,entwendete,entwende,entwendet,haben
13599,206,wegblasen,"","","blase weg","bläst weg","bläst weg","blies weg",weggeblasen,"bliese weg","blas weg","blast weg",haben
13600,206,integrieren,"","",integriere,integrierst,integriert,integrierte,integriert,integrierte,integriere,integriert,haben
13613,206,"schänden","","","schände","schändest","schändet","schändete","geschändet","schändete","schände","schändet",haben
13637,205,entfalten,"","",entfalte,entfaltest,entfaltet,entfaltete,entfaltet,entfaltete,entfalt,entfaltet,haben
13647,205,geleiten,"","",geleite,geleitest,geleitet,geleitete,geleitet,geleitete,geleite,geleitet,haben
13652,205,unterkommen,"","","komme unter","kommst unter","kommt unter","kam unter",untergekommen,"käme unter","komm unter","kommt unter",sein
13653,205,kreieren,"","",kreiere,kreierst,kreiert,kreierte,kreiert,kreierte,kreiere,kreiert,haben
13676,205,zollen,"","",zolle,zollst,zollt,zollte,gezollt,zollte,zolle,zollt,haben
13682,204,kribbeln,"","",kribble,kribbelst,kribbelt,kribbelte,gekribbelt,kribbelte,kribble,kribbelt,haben
13693,204,ausfragen,"","","frage aus","fragst aus","fragt aus","fragte aus",ausgefragt,"fragte aus","frag aus","fragt aus",haben
13698,204,dichtmachen,"","","mache dicht","machst dicht","macht dicht","machte dicht",dichtgemacht,"machte dicht","mach dicht","macht dicht",haben
13703,204,umschreiben,"","",umschreibe,umschreibst,umschreibt,umschrieb,umschrieben,umschriebe,umschreibe,umschreibt,haben
13703,204,umschreiben,"","","schreibe um","schreibst um","schreibt um","schrieb um",umgeschrieben,"schriebe um","schreib um","schreibt um",haben
13715,204,ochsen,"","",ochse,ochst,ochst,ochste,geochst,ochste,ochs,ochst,haben
13718,203,"eindämmen","","","dämme ein","dämmst ein","dämmt ein","dämmte ein","eingedämmt","dämmte ein","dämm ein","dämmt ein",haben
13719,203,anbinden,"","","binde an","bindest an","bindet an","band an",angebunden,"bände an","bind an","bindet an",haben
13749,203,amputieren,"","",amputiere,amputierst,amputiert,amputierte,amputiert,amputierte,amputiere,amputiert,haben
13755,203,"schlürfen","","","schlürfe","schlürfst","schlürft","schlürfte","geschlürft","schlürfte","schlürfe","schlürft",haben
13756,203,abwechseln,"","","wechsel ab","wechselst ab","wechselt ab","wechselte ab",abgewechselt,"wechselte ab","wechsel ab","wechselt ab",haben
13766,202,weitersuchen,"","","suche weiter","suchst weiter","sucht weiter","suchte weiter",weitergesucht,"suchte weiter","such weiter","sucht weiter",haben
13780,202,ausschlagen,"","","schlage aus","schlägst aus","schlägt aus","schlug aus",ausgeschlagen,"schlüge aus","schlag aus","schlagt aus",haben
13792,202,"löchern","","","löchere","löcherst","löchert","löcherte","gelöchert","löcherte","löcher","löchert",haben
13794,202,"versüßen","",X,"versüße","versüßt","versüßt","versüßte","versüßt","versüßte","versüß","versüßt",haben
13795,202,"würzen","","","würze","würzt","würzt","würzte","gewürzt","würzte","würze","würzt",haben
13797,202,"tönen","","","töne","tönst","tönt","tönte","getönt","tönte","tön","tönt",haben
13829,201,unterlassen,"","",unterlasse,"unterlässt","unterlässt","unterließ",unterlassen,"unterließe",unterlass,unterlasst,haben
13830,201,aufbrauchen,"","","brauche auf","brauchst auf","braucht auf","brauchte auf",aufgebraucht,"brauchte auf","brauche auf","braucht auf",haben
13856,200,kurven,"","",kurve,kurvst,kurvt,kurvte,gekurvt,kurvte,kurv,kurvt,sein
13876,200,jucken,"","",jucke,juckst,juckt,juckte,gejuckt,juckte,juck,juckt,haben
13876,200,jucken,"","",jucke,juckst,juckt,juckte,gejuckt,juckte,juck,juckt,sein
13877,200,grollen,"","",grolle,grollst,grollt,grollte,gegrollt,grollte,groll,grollt,haben
13888,200,reflektieren,"","",reflektiere,reflektierst,reflektiert,reflektierte,reflektiert,reflektierte,reflektiere,reflektiert,haben
13891,199,mitgeben,"","","gebe mit","gibst mit","gibt mit","gab mit",mitgegeben,"gäbe mit","gib mit","gebt mit",haben
13897,199,zerfleischen,"","",zerfleische,zerfleischst,zerfleischt,zerfleischte,zerfleischt,zerfleischte,zerfleisch,zerfleischt,haben
13904,199,booten,"","",boote,bootest,bootet,bootete,gebootet,bootete,boot,bootet,haben
13904,199,booten,"","",boote,bootest,bootet,bootete,gebootet,bootete,boot,bootet,haben
13912,199,ausbluten,"","","blute aus","blutest aus","blutet aus","blutete aus",ausgeblutet,"blutete aus","blute aus","blutet aus",haben
13928,199,"einfädeln","","","fädele ein","fädelst ein","fädelt ein","fädelte ein","eingefädelt","fädelte ein","fädele ein","fädelt ein",haben
13949,198,etablieren,"","",etabliere,etablierst,etabliert,etablierte,etabliert,etablierte,etablier,etabliert,haben
13957,198,erhitzen,"","",erhitze,erhitzt,erhitzt,erhitzte,erhitzt,erhitzte,erhitz,erhitzt,haben
13960,198,einstehen,"","","stehe ein","stehst ein","steht ein","stand ein",eingestanden,"stünde ein","stehe ein","steht ein",haben
13964,198,befehligen,"","",befehlige,befehligst,befehligt,befehligte,befehligt,befehligte,befehlig,befehligt,haben
13968,198,touren,"","",toure,tourst,tourt,tourte,getourt,tourte,toure,tourt,haben
13975,198,symbolisieren,"","",symbolisiere,symbolisierst,symbolisiert,symbolisierte,symbolisiert,symbolisierte,symbolisier,symbolisiert,haben
13986,197,fohlen,"","","","",fohlt,fohlte,gefohlt,fohlte,"","",haben
14007,197,deponieren,"","",deponiere,deponierst,deponiert,deponierte,deponiert,deponierte,deponiere,deponiert,haben
14022,196,expandieren,"","",expandiere,expandierst,expandiert,expandierte,expandiert,expandierte,expandier,expandiert,haben
14036,196,eskalieren,"","",eskaliere,eskalierst,eskaliert,eskalierte,eskaliert,eskalierte,eskaliere,eskaliert,haben
14048,196,"verfüttern","","","verfüttere","verfütterst","verfüttert","verfütterte","verfüttert","verfütterte","verfütter","verfüttert",haben
14051,196,rocken,"","",rocke,rockst,rockt,rockte,gerockt,rockte,rocke,rockt,haben
14061,196,belagern,"","",belagere,belagerst,belagert,belagerte,belagert,belagerte,belager,belagert,haben
14066,196,regenerieren,"","",regeneriere,regenerierst,regeneriert,regenerierte,regeneriert,regenerierte,regeneriere,regeneriert,haben
14109,195,begutachten,"","",begutachte,begutachtest,begutachtet,begutachtete,begutachtet,begutachtete,begutachte,begutachtet,haben
14110,195,recherchieren,"","",recherchiere,recherchierst,recherchiert,recherchierte,recherchiert,recherchierte,recherchiere,recherchiert,haben
14126,194,bemalen,"","",bemale,bemalst,bemalt,bemalte,bemalt,bemalte,bemal,bemalt,haben
14141,194,stranden,"","",strande,strandest,strandet,strandete,gestrandet,strandete,strande,strandet,sein
14146,194,vernaschen,"","",vernasche,vernaschst,vernascht,vernaschte,vernascht,vernaschte,vernasche,vernascht,haben
14148,194,hinken,"","",hinke,hinkst,hinkt,hinkte,gehinkt,hinkte,hink,hinkt,haben
14152,194,verbiegen,"","",verbiege,verbiegst,verbiegt,verbog,verbogen,"verböge",verbieg,verbiegt,haben
14199,193,"knüpfen","","","knüpfe","knüpfst","knüpft","knüpfte","geknüpft","knüpfte","knüpfe","knüpft",haben
14206,193,vereinfachen,"","",vereinfache,vereinfachst,vereinfacht,vereinfachte,vereinfacht,vereinfachte,vereinfach,vereinfacht,haben
14244,192,klimpern,"","",klimpere,klimperst,klimpert,klimperte,geklimpert,klimperte,klimpere,klimpert,haben
14246,192,futtern,"","",futtere,futterst,futtert,futterte,gefuttert,futterte,futtere,futtert,haben
14252,192,mithelfen,"","","helfe mit","hilfst mit","hilft mit","half mit",mitgeholfen,"hülfe mit","hilf mit","helft mit",haben
14309,191,bereichern,"","",bereichere,bereicherst,bereichert,bereicherte,bereichert,bereicherte,bereichere,bereichert,haben
14317,190,"verhöhnen","","","verhöhne","verhöhnst","verhöhnt","verhöhnte","verhöhnt","verhöhnte","verhöhne","verhöhnt",haben
14328,190,delegieren,"","",delegiere,delegierst,delegiert,delegierte,delegiert,delegierte,delegiere,delegiert,haben
14329,190,prallen,"","",pralle,prallst,prallt,prallte,geprallt,prallte,prall,prallt,sein
14337,190,bewerfen,"","",bewerfe,bewirfst,bewirft,bewarf,beworfen,"bewürfe",bewirf,bewerft,haben
14343,190,"aufdrängen","","","dränge auf","drängst auf","drängt auf","drängte auf","aufgedrängt","drängte auf","dränge auf","drängt auf",haben
14347,190,bowlen,"","",bowle,bowlst,bowlt,bowlte,gebowlt,bowlte,bowl,bowlt,haben
14355,189,"kränken","","","kränke","kränkst","kränkt","kränkte","gekränkt","kränkte","kränk","kränkt",haben
14363,189,heuern,"","",heuere,heuerst,heuert,heuerte,geheuert,heuerte,heuer,heuert,haben
14371,189,weiterreden,"","","rede weiter","redest weiter","redet weiter","redete weiter",weitergeredet,"redete weiter","red weiter","redet weiter",haben
14383,189,kennzeichnen,"","",kennzeichne,kennzeichnest,kennzeichnet,kennzeichnete,gekennzeichnet,kennzeichnete,kennzeichne,kennzeichnet,haben
14389,189,festmachen,"","","mache fest","machst fest","macht fest","machte fest",festgemacht,"machte fest","mach fest","macht fest",haben
14393,189,umbauen,"","","baue um","baust um","baut um","baute um",umgebaut,"baute um","baue um","baut um",haben
14393,189,umbauen,"","",umbaue,umbaust,umbaut,umbaute,umbaut,umbaute,umbaue,umbaut,haben
14415,188,knirschen,"","",knirsche,knirschst,knirscht,knirschte,geknirscht,knirschte,knirsche,knirscht,haben
14426,188,verladen,"","",verlade,"verlädst","verlädt",verlud,verladen,"verlüde",verlad,verladet,haben
14428,188,gabeln,"","",gable,gabelst,gabelt,gabelte,gegabelt,gabelte,gable,gabelt,haben
14445,188,wichsen,"","",wichse,wichst,wichst,wichste,gewichst,wichste,wichse,wichst,haben
14452,188,dichten,"","",dichte,dichtest,dichtet,dichtete,gedichtet,dichtete,dichte,dichtet,haben
14452,188,dichten,"","",dichte,dichtest,dichtet,dichtete,gedichtet,dichtete,dichte,dichtet,haben
14457,188,mindern,"","",mindere,minderst,mindert,minderte,gemindert,minderte,mindere,mindert,haben
14463,187,rebellieren,"","",rebelliere,rebellierst,rebelliert,rebellierte,rebelliert,rebellierte,rebelliere,rebelliert,haben
14475,187,pochen,"","",poche,pochst,pocht,pochte,gepocht,pochte,poche,pocht,haben
14488,187,"mähen","","","mähe","mähst","mäht","mähte","gemäht","mähte","mähe","mäht",haben
14488,187,"mähen","","","mähe","mähst","mäht","mähte","gemäht","mähte","mähe","mäht",haben
14513,186,verstauchen,"","",verstauche,verstauchst,verstaucht,verstauchte,verstaucht,verstauchte,verstauch,verstaucht,haben
14517,186,verbarrikadieren,"","",verbarrikadiere,verbarrikadierst,verbarrikadiert,verbarrikadierte,verbarrikadiert,verbarrikadierte,verbarrikadier,verbarrikadiert,haben
14520,186,"abfüllen","","","fülle ab","füllst ab","füllt ab","füllte ab","abgefüllt","füllte ab","füll ab","füllt ab",haben
14531,186,triumphieren,"","",triumphiere,triumphierst,triumphiert,triumphierte,triumphiert,triumphierte,triumphier,triumphiert,haben
14557,185,totlachen,"","","lache tot","lachst tot","lacht tot","lachte tot",totgelacht,"lachte tot","lach tot","lacht tot",haben
14567,185,"trügen","","","trüge","trügst","trügt",trog,getrogen,"tröge","trüg","trügt",haben
14616,184,festsetzen,"","","setze fest","setzt fest","setzt fest","setzte fest",festgesetzt,"setzte fest","setz fest","setzt fest",haben
14637,184,verlagern,"","",verlagere,verlagerst,verlagert,verlagerte,verlagert,verlagerte,verlagere,verlagert,haben
14655,184,einfordern,"","","fordere ein","forderst ein","fordert ein","forderte ein",eingefordert,"forderte ein","forder ein","fordert ein",haben
14661,184,"einschläfern","","","schläfere ein","schläferst ein","schläfert ein","schläferte ein","eingeschläfert","schläferte ein","schläfer ein","schläfert ein",haben
14670,183,veralten,"","",veralte,veraltest,veraltet,veraltete,veraltet,veraltete,veralte,veraltet,sein
14679,183,dealen,"","",deale,dealst,dealt,dealte,gedealt,dealte,deale,dealt,haben
14680,183,versklaven,"","",versklave,versklavst,versklavt,versklavte,versklavt,versklavte,versklave,versklavt,haben
14684,183,fortschreiten,"","","schreite fort","schreitest fort","schreitet fort","schritt fort",fortgeschritten,"schritte fort","schreite fort","schreitet fort",sein
14691,183,"überschwemmen","","","überschwemme","überschwemmst","überschwemmt","überschwemmte","überschwemmt","überschwemmte","überschwemme","überschwemmt",haben
14705,183,beaufsichtigen,"","",beaufsichtige,beaufsichtigst,beaufsichtigt,beaufsichtigte,beaufsichtigt,beaufsichtigte,beaufsichtig,beaufsichtigt,haben
14721,183,tendieren,"","",tendiere,tendierst,tendiert,tendierte,tendiert,tendierte,tendiere,tendiert,haben
14736,182,quaken,"","",quake,quakst,quakt,quakte,gequakt,quakte,quake,quakt,haben
14756,182,fechten,"","",fechte,fichtst,ficht,focht,gefochten,"föchte",ficht,fechtet,haben
14765,182,zappeln,"","",zappele,zappelst,zappelt,zappelte,gezappelt,zappelte,zappele,zappelt,haben
14780,182,"schärfen","","","schärfe","schärfst","schärft","schärfte","geschärft","schärfte","schärfe","schärft",haben
14783,181,verneigen,"","",verneige,verneigst,verneigt,verneigte,verneigt,verneigte,verneig,verneigt,haben
14799,181,genesen,"","",genese,genest,genest,genas,genesen,"genäse",genese,genest,sein
14813,181,schwirren,"","",schwirre,schwirrst,schwirrt,schwirrte,geschwirrt,schwirrte,schwirr,schwirrt,sein
14819,181,statuieren,"","",statuiere,statuierst,statuiert,statuierte,statuiert,statuierte,statuiere,statuiert,haben
14849,180,positionieren,"","",positioniere,positionierst,positioniert,positionierte,positioniert,positionierte,positionier,positioniert,haben
14854,180,frittieren,"","",frittiere,frittierst,frittiert,frittierte,frittiert,frittierte,frittiere,frittiert,haben
14859,180,entwaffnen,"","",entwaffne,entwaffnest,entwaffnet,entwaffnete,entwaffnet,entwaffnete,entwaffne,entwaffnet,haben
14874,180,nachladen,"","","lade nach","lädst nach","lädt nach","lud nach",nachgeladen,"lüde nach","lad nach","ladet nach",haben
14875,180,fehlschlagen,X,"","","","schlägt fehl","schlug fehl",fehlgeschlagen,"schlüge fehl","","",sein
14880,180,"erblühen","","","erblühe","erblühst","erblüht","erblühte","erblüht","erblühte","erblüh","erblüht",sein
14881,180,faseln,"","",fasele,faselst,faselt,faselte,gefaselt,faselte,fasel,faselt,haben
14882,180,umsteigen,"","","steige um","steigst um","steigt um","stieg um",umgestiegen,"stiege um","steig um","steigt um",sein
14888,180,verklingen,"","",verklinge,verklingst,verklingt,verklang,verklungen,"verklänge",verklinge,verklingt,sein
14900,179,sterilisieren,"","",sterilisiere,sterilisierst,sterilisiert,sterilisierte,sterilisiert,sterilisierte,sterilisier,sterilisiert,haben
14924,179,detonieren,"","",detoniere,detonierst,detoniert,detonierte,detoniert,detonierte,detoniere,detoniert,sein
14925,179,bleichen,"","",bleiche,bleichst,bleicht,bleichte,gebleicht,bleichte,bleich,bleicht,haben
14925,179,bleichen,"","",bleiche,bleichst,bleicht,bleichte,gebleicht,bleichte,bleich,bleicht,sein
14932,179,anbrennen,"","","brenne an","brennst an","brennt an","brannte an",angebrannt,"brennte an","brenn an","brennt an",haben
14933,179,leidtun,"","","tu leid","tust leid","tut leid","tat leid",leidgetan,"täte leid","tu leid","tut leid",haben
14935,179,"überbieten","","","überbiete","überbietest","überbietet","überbot","überboten","überböte","überbiet","überbietet",haben
14937,179,salutieren,"","",salutiere,salutierst,salutiert,salutierte,salutiert,salutierte,salutier,salutiert,haben
14947,179,wiedererlangen,"","","erlange wieder","erlangst wieder","erlangt wieder","erlangte wieder",wiedererlangt,"erlangte wieder","erlang wieder","erlangt wieder",haben
14948,179,"beglücken","","","beglücke","beglückst","beglückt","beglückte","beglückt","beglückte","beglück","beglückt",haben
14971,178,ausdrucken,"","","drucke aus","druckst aus","druckt aus","druckte aus",ausgedruckt,"druckte aus","druck aus","druckt aus",haben
14982,178,"ködern","","","ködere","köderst","ködert","köderte","geködert","köderte","ködere","ködert",haben
14998,178,"knöpfen","","","knöpfe","knöpfst","knöpft","knöpfte","geknöpft","knöpfte","knöpf","knöpft",haben
15011,178,zwinkern,"","",zwinkere,zwinkerst,zwinkert,zwinkerte,gezwinkert,zwinkerte,zwinkere,zwinkert,haben
15013,177,bekehren,"","",bekehre,bekehrst,bekehrt,bekehrte,bekehrt,bekehrte,bekehre,bekehrt,haben
15022,177,"wohlfühlen","","","fühle wohl","fühlst wohl","fühlt wohl","fühlte wohl","wohlgefühlt","fühlte wohl","fühl wohl","fühlt wohl",haben
15028,177,aufsitzen,"","","sitze auf","sitzt auf","sitzt auf","saß auf",aufgesessen,"säße auf","sitz auf","sitzt auf",haben
15033,177,letzen,"","",letze,letzt,letzt,letzte,geletzt,letzte,letz,letzt,haben
15035,177,baumeln,"","",baumle,baumelst,baumelt,baumelte,gebaumelt,baumelte,baumle,baumelt,haben
15041,177,imponieren,"","",imponiere,imponierst,imponiert,imponierte,imponiert,imponierte,imponiere,imponiert,haben
15055,177,"zügeln","","","zügle","zügelst","zügelt","zügelte","gezügelt","zügelte","zügle","zügelt",haben
15085,176,anbaggern,"","","bagger an","baggerst an","baggert an","baggerte an",angebaggert,"baggerte an","bagger an","baggert an",haben
15088,176,"verunglücken","","","verunglücke","verunglückst","verunglückt","verunglückte","verunglückt","verunglückte","verunglück","verunglückt",sein
15099,176,ausmalen,"","","male aus","malst aus","malt aus","malte aus",ausgemalt,"malte aus","mal aus","malt aus",haben
15121,175,nachtragen,"","","trage nach","trägst nach","trägt nach","trug nach",nachgetragen,"trüge nach","trag nach","tragt nach",haben
15122,175,"grübeln","","","grübele","grübelst","grübelt","grübelte","gegrübelt","grübelte","grübele","grübelt",haben
15127,175,annullieren,"","",annulliere,annullierst,annulliert,annullierte,annulliert,annullierte,annulliere,annulliert,haben
15133,175,aktualisieren,"",X,aktualisiere,aktualisierst,aktualisiert,aktualisierte,aktualisiert,aktualisierte,aktualisiere,aktualisiert,haben
15145,175,lichten,"","",lichte,lichtest,lichtet,lichtete,gelichtet,lichtete,licht,lichtet,haben
15161,175,"überkommen","","","überkomme","überkommst","überkommt","überkam","überkommen","überkäme","überkomme","überkommt",haben
15161,175,"überkommen","","","komme über","kommst über","kommt über","kam über","übergekommen","käme über","komm über","kommt über",sein
15167,174,abbezahlen,"","","bezahle ab","bezahlst ab","bezahlt ab","bezahlte ab",abbezahlt,"bezahlte ab","bezahl ab","bezahlt ab",haben
15198,174,rupfen,"","",rupfe,rupfst,rupft,rupfte,gerupft,rupfte,rupf,rupft,haben
15219,174,verbleiben,"","",verbleibe,verbleibst,verbleibt,verblieb,verblieben,verbliebe,verbleibe,verbleibt,sein
15257,173,kommentieren,"","",kommentiere,kommentierst,kommentiert,kommentierte,kommentiert,kommentierte,kommentiere,kommentiert,haben
15277,172,bolzen,"","",bolze,bolzt,bolzt,bolzte,gebolzt,bolzte,bolz,bolzt,haben
15282,172,zermalmen,"","",zermalme,zermalmst,zermalmt,zermalmte,zermalmt,zermalmte,zermalme,zermalmt,haben
15302,172,vorweisen,"","","weise vor","weist vor","weist vor","wies vor",vorgewiesen,"wiese vor","weis vor","weist vor",haben
15305,172,beflecken,"","",beflecke,befleckst,befleckt,befleckte,befleckt,befleckte,befleck,befleckt,haben
15321,172,"ergänzen","","","ergänze","ergänzt","ergänzt","ergänzte","ergänzt","ergänzte","ergänze","ergänzt",haben
15327,172,vollstopfen,"","","stopfe voll","stopfst voll","stopft voll","stopfte voll",vollgestopft,"stopfte voll","stopf voll","stopft voll",haben
15332,171,haften,"","",hafte,haftest,haftet,haftete,gehaftet,haftete,haft,haftet,haben
15332,171,haften,"","",hafte,haftest,haftet,haftete,gehaftet,haftete,haft,haftet,haben
15333,171,verfliegen,"","",verfliege,verfliegst,verfliegt,verflog,verflogen,"verflöge",verflieg,verfliegt,haben
15368,171,runterlassen,"","","lasse runter","lässt runter","lässt runter","ließ runter",runtergelassen,"ließe runter","lass runter","lasst runter",haben
15379,171,verschanzen,"","",verschanze,verschanzt,verschanzt,verschanzte,verschanzt,verschanzte,verschanz,verschanzt,haben
15391,170,lahmlegen,"","","lege lahm","legst lahm","legt lahm","legte lahm",lahmgelegt,"legte lahm","leg lahm","legt lahm",haben
15413,170,konvertieren,"","",konvertiere,konvertierst,konvertiert,konvertierte,konvertiert,konvertierte,konvertiere,konvertiert,haben
15414,170,"zerdrücken","","","zerdrücke","zerdrückst","zerdrückt","zerdrückte","zerdrückt","zerdrückte","zerdrück","zerdrückt",haben
15418,170,ausstrahlen,"","","strahle aus","strahlst aus","strahlt aus","strahlte aus",ausgestrahlt,"strahlte aus","strahl aus","strahlt aus",haben
15419,170,kapern,"","",kapere,kaperst,kapert,kaperte,gekapert,kaperte,kapere,kapert,haben
15420,170,verwerfen,"","",verwerfe,verwirfst,verwirft,verwarf,verworfen,"verwürfe",verwirf,verwerft,haben
15424,170,einzahlen,"","","zahle ein","zahlst ein","zahlt ein","zahlte ein",eingezahlt,"zahlte ein","zahl ein","zahlt ein",haben
15425,170,blinken,"","",blinke,blinkst,blinkt,blinkte,geblinkt,blinkte,blink,blinkt,haben
15432,170,fertigstellen,"","","stelle fertig","stellst fertig","stellt fertig","stellte fertig",fertiggestellt,"stellte fertig","stell fertig","stellt fertig",haben
15433,170,"ausstoßen","","","stoße aus","stößt aus","stößt aus","stieß aus","ausgestoßen","stieße aus","stoße aus","stoßt aus",haben
15439,170,aufblasen,"","","blase auf","bläst auf","bläst auf","blies auf",aufgeblasen,"bliese auf","blase auf","blast auf",haben
15441,170,managen,"","",manage,managst,managt,managte,gemanagt,managte,manage,managt,haben
15447,169,erhellen,"","",erhelle,erhellst,erhellt,erhellte,erhellt,erhellte,erhell,erhellt,haben
15448,169,zugucken,"","","gucke zu","guckst zu","guckt zu","guckte zu",zugeguckt,"guckte zu","guck zu","guckt zu",haben
15466,169,ausspannen,"","","spanne aus","spannst aus","spannt aus","spannte aus",ausgespannt,"spannte aus","spannt aus","spannt aus",haben
15471,169,krabbeln,"","",krabble,krabbelst,krabbelt,krabbelte,gekrabbelt,krabbelte,krabble,krabbelt,sein
15472,169,demolieren,"","",demoliere,demolierst,demoliert,demolierte,demoliert,demolierte,demolier,demoliert,haben
15478,169,"entblößen","","","entblöße","entblößt","entblößt","entblößte","entblößt","entblößte","entblöße","entblößt",haben
15486,169,konsultieren,"","",konsultiere,konsultierst,konsultiert,konsultierte,konsultiert,konsultierte,konsultiere,konsultiert,haben
15498,169,stampfen,"","",stampfe,stampfst,stampft,stampfte,gestampft,stampfte,stampf,stampft,haben
15499,169,bereitstellen,"","","stelle bereit","stellst bereit","stellt bereit","stellte bereit",bereitgestellt,"stellte bereit","stelle bereit","stellt bereit",haben
15513,169,messern,"","",messere,messerst,messert,messerte,gemessert,messerte,messer,messert,haben
15519,168,absolvieren,"","",absolviere,absolvierst,absolviert,absolvierte,absolviert,absolvierte,absolviere,absolviert,haben
15534,168,signieren,"","",signiere,signierst,signiert,signierte,signiert,signierte,signiere,signiert,haben
15539,168,herunterkommen,"","","komme herunter","kommst herunter","kommt herunter","kam herunter",heruntergekommen,"käme herunter","komm herunter","kommt herunter",sein
15555,168,erlegen,"","",erlege,erlegst,erlegt,erlegte,erlegt,erlegte,erleg,erlegt,haben
15577,168,auflesen,"","","lese auf","liest auf","liest auf","las auf",aufgelesen,"läse auf","lies auf","lest auf",haben
15581,167,schnuppern,"","",schnuppere,schnupperst,schnuppert,schnupperte,geschnuppert,schnupperte,schnupper,schnuppert,haben
15585,167,"bändigen","","","bändige","bändigst","bändigt","bändigte","gebändigt","bändigte","bändige","bändigt",haben
15591,167,umschauen,"","","schaue um","schaust um","schaut um","schaute um",umgeschaut,"schaute um","schau um","schaut um",haben
15592,167,verdunkeln,"","",verdunkle,verdunkelst,verdunkelt,verdunkelte,verdunkelt,verdunkelte,verdunkle,verdunkelt,haben
15600,167,orientieren,"","",orientiere,orientierst,orientiert,orientierte,orientiert,orientierte,orientiere,orientiert,haben
15605,167,"kämmen","","","kämme","kämmst","kämmt","kämmte","gekämmt","kämmte","kämme","kämmt",haben
15608,167,johlen,"","",johle,johlst,johlt,johlte,gejohlt,johlte,johl,johlt,haben
15614,167,signalisieren,"","",signalisiere,signalisierst,signalisiert,signalisierte,signalisiert,signalisierte,signalisiere,signalisiert,haben
15631,167,pensionieren,"","",pensioniere,pensionierst,pensioniert,pensionierte,pensioniert,pensionierte,pensionier,pensioniert,haben
15645,167,nagen,"","",nage,nagst,nagt,nagte,genagt,nagte,nag,nagt,haben
15658,166,weglegen,"","","lege weg","legst weg","legt weg","legte weg",weggelegt,"legte weg","leg weg","legt weg",haben
15666,166,linsen,"","",linse,linst,linst,linste,gelinst,linste,lins,linst,haben
15670,166,besinnen,"","",besinne,besinnst,besinnt,besann,besonnen,"besänne",besinn,besinnt,haben
15683,166,missverstehen,"","",missverstehe,missverstehst,missversteht,missverstand,missverstanden,"missverstände",missversteh,missversteht,haben
15688,166,"rösten","","","röste","röstest","röstet","röstete","geröstet","röstete","röst","röstet",haben
15689,166,fremdgehen,"","","gehe fremd","gehst fremd","geht fremd","ging fremd",fremdgegangen,"ginge fremd","gehe fremd","geht fremd",sein
15697,166,nachschlagen,"","","schlage nach","schlägst nach","schlägt nach","schlug nach",nachgeschlagen,"schlüge nach","schlag nach","schlagt nach",haben
15741,165,entfesseln,"","",entfessele,entfesselst,entfesselt,entfesselte,entfesselt,entfesselte,entfessele,entfesselt,haben
15768,164,entflohen,"","",entflohe,entflohst,entfloht,entflohte,entfloht,entflohte,entfloh,entfloht,haben
15800,164,auftanken,"","","tanke auf","tankst auf","tankt auf","tankte auf",aufgetankt,"tankte auf","tank auf","tankt auf",haben
15823,163,erarbeiten,"","",erarbeite,erarbeitest,erarbeitet,erarbeitete,erarbeitet,erarbeitete,erarbeit,erarbeitet,haben
15835,163,vereiteln,"",X,vereitle,vereitelst,vereitelt,vereitelte,vereitelt,vereitelte,vereitle,vereitelt,haben
15868,163,verweilen,"","",verweile,verweilst,verweilt,verweilte,verweilt,verweilte,verweile,verweilt,haben
15880,162,tilgen,"","",tilge,tilgst,tilgt,tilgte,getilgt,tilgte,tilg,tilgt,haben
15905,162,auflisten,"","","liste auf","listest auf","listet auf","listete auf",aufgelistet,"listete auf","list auf","listet auf",haben
