rank,freq,Nominativ,Genus,"Nominativ Singular","Nominativ Plural","Genitiv Singular","Genitiv Plural","Dativ Singular","Dativ Plural","Akkusativ Singular","Akkusativ Plural",Bild,"Bild 1","Bild 2","Bild 3","Bild 4"
563,13645,Feuer,n,Feuer,Feuer,Feuers,Feuer,Feuer,Feuern,Feuer,Feuer,"Midsummer bonfire closeup.jpg|mini|1, 3|''Feuer'' in einem dadurch untergehenden Wald","","","",""
566,13548,"Büro",n,"Büro","Büros","Büros","Büros","Büro","Büros","Büro","Büros","Office.jpg|mini|1|Büro","","","",""
568,13439,Kumpel,m,Kumpel,Kumpel,Kumpels,Kumpel,Kumpel,Kumpeln,Kumpel,Kumpel,"","","","",""
577,13182,"König",m,"König","Könige","Königs","Könige","König","Königen","König","Könige","","Henry the Young King.jpg|mini|1|''König'' Heinrich der Jüngere","King_Chess.jpg|mini|2|weißer ''König''","Poker-sm-232-Kd.png|mini|3|''König'' der Farbe Karo",""
586,12743,Leider,m,Leider,Leider,Leiders,Leider,Leider,Leidern,Leider,Leider,"","","","",""
589,12707,Luft,f,Luft,"Lüfte",Luft,"Lüfte",Luft,"Lüften",Luft,"Lüfte","Element_Luft.png|250px|1|Symbol des Elements ''Luft''","","","",""
590,12643,Stelle,f,Stelle,Stellen,Stelle,Stellen,Stelle,Stellen,Stelle,Stellen,"","","","",""
591,12622,"Süß",n,"Süß","","Süßes","","Süß","","Süß","","","","","",""
603,12186,Kaffee,m,Kaffee,Kaffees,Kaffees,Kaffees,Kaffee,Kaffees,Kaffee,Kaffees,"","A small cup of coffee.JPG|mini|1|eine [[Tasse]] ''Kaffee''","Roasted coffee beans.jpg|mini|4|geröstete [[Bohne]]n des ''Kaffees''","",""
603,12186,Kaffee,n,Kaffee,Kaffees,Kaffees,Kaffees,Kaffee,Kaffees,Kaffee,Kaffees,"St-germain_district_caf%C3%A9_de_flore.jpg|mini|1|ein Pariser ''Kaffee''","","","",""
605,12160,"Straße",f,"Straße","Straßen","Straße","Straßen","Straße","Straßen","Straße","Straßen","","New Bond Street 2 db.jpg|mini|1, 2|eine ''Straße''","Rotterdamse jongetjes spelen op straat, Bestanddeelnr 912-8041.jpg|mini|2|Früher [[spielen|spielten]] [[Kind]]er [[regelmäßig]] auf der ''Straße.''","Gibraltar, The Strait of Gibraltar.JPG|210px|3|''Straße'' von [[Gibraltar]], im [[Vordergrund]] das [[europäisch]]e, im [[Hintergrund]] das [[afrikanisch]]e [[Festland]]","Royal straight flush.jpg|210px|4|sogenannter [[Royal Flush]], also eine ''Straße'' mit 10, [[Bube]], [[Dame]], [[König]] und [[Ass]] in einer [[Farbe]] (in diesem Falle [[Herz]])"
607,12067,Wert,m,Wert,Werte,Wertes,Werte,Wert,Werten,Wert,Werte,"","","","",""
608,12050,Erde,f,Erde,Erden,Erde,Erden,Erde,Erden,Erde,Erden,"","Champs à Toussus-le-Noble en 2013 - 2.jpg|mini|2|''Erde'' auf einem [[Acker]]","The_Earth_seen_from_Apollo_17.jpg|mini|3|Planet ''Erde''","",""
610,12003,Suche,f,Suche,Suchen,Suche,Suchen,Suche,Suchen,Suche,Suchen,"","","","",""
613,11909,Buch,n,Buch,"Bücher",Buchs,"Bücher",Buch,"Büchern",Buch,"Bücher","","Pieni2.jpg|mini|1, 2|ein ''Buch''","Bamboo book - closed - UCR.jpg|mini|1, 2|[[chinesisch|Chinesisch]]es [[Bambus]]''buch''","bookselling outdoors.jpg|mini|1, 2|[[stöbern|Stöbern]] in und [[Verkauf]] von [[gebraucht]]en ''Büchern'' an der [[Themse]]",""
614,11906,"Stück",n,"Stück","Stücke","Stücks","Stücke","Stück","Stücken","Stück","Stücke","","","","",""
622,11773,Arzt,m,Arzt,"Ärzte",Arztes,"Ärzte",Arzt,"Ärzten",Arzt,"Ärzte","Physical Exam - Stethoscope.jpg|mini|1|ein ''Arzt'' bei einer Untersuchung","","","",""
627,11687,Himmel,m,Himmel,Himmel,Himmels,Himmel,Himmel,Himmeln,Himmel,Himmel,"","Sky with puffy clouds.JPG|mini|1|Blauer ''Himmel'' mit einigen Wolken","Dachhimmel.JPG|mini|5|''Himmel'' mit Sternenoptik in einem Auto","",""
633,11590,Nachricht,f,Nachricht,Nachrichten,Nachricht,Nachrichten,Nachricht,Nachrichten,Nachricht,Nachrichten,"TV crew at University Ave.jpg|mini|3|Aufnahme von ''Nachrichten''","","","",""
638,11488,Onkel,m,Onkel,Onkel,Onkels,Onkel,Onkel,Onkeln,Onkel,Onkel,"European_kinship_system_de.svg|mini|1, 3|Position des ''Onkels'' im Stammbaum","","","",""
641,11420,Tief,n,Tief,Tiefs,Tiefs,Tiefs,Tief,Tiefs,Tief,Tiefs,"","","","",""
644,11394,Licht,n,Licht,Lichter,Lichts,Lichter,Licht,Lichtern,Licht,Lichter,"","","","",""
645,11393,"Körper",m,"Körper","Körper","Körpers","Körper","Körper","Körpern","Körper","Körper","","","","",""
647,11323,Wahl,f,Wahl,Wahlen,Wahl,Wahlen,Wahl,Wahlen,Wahl,Wahlen,"Afghan man at the ballot box during Loya jirga.jpg|mini|2|''Wahl'' in Afghanistan","","","",""
649,11293,Rest,m,Rest,Reste,Rests,Reste,Rest,Resten,Rest,Reste,"","","","",""
651,11258,"Gefühl",n,"Gefühl","Gefühle","Gefühls","Gefühle","Gefühl","Gefühlen","Gefühl","Gefühle","","","","",""
656,11219,"Schlüssel",m,"Schlüssel","Schlüssel","Schlüssels","Schlüssel","Schlüssel","Schlüsseln","Schlüssel","Schlüssel","","Chiave Zeiss.JPG|thumb|1|[[mehrere]] ''Schlüssel'' mit [[Anhänger]]","Disc tumbler with key.png|thumb|1|ein ''Schlüssel'' in einem [[Schloss]]","Bremen Wappen(Mittel).svg|thumb|1a|''Schlüssel'' im Wappen der Hansestadt Bremen","Notenschluessel.svg|thumb|2|ein ''Schlüssel,'' der ein Notenschlüssel ist"
659,11169,Weh,n,Weh,Wehe,Wehs,Wehe,Weh,Wehen,Weh,Wehe,"","","","",""
663,10960,Zukunft,f,Zukunft,"Zukünfte",Zukunft,"Zukünfte",Zukunft,"Zukünften",Zukunft,"Zukünfte","","","","",""
664,10939,Party,f,Party,Partys,Party,Partys,Party,Partys,Party,Partys,"Chavez party.jpg|mini|1|eine ''Party'' junger Leute","","","",""
668,10890,Perfekt,n,Perfekt,Perfekte,Perfekts,Perfekte,Perfekt,Perfekten,Perfekt,Perfekte,"","","","",""
670,10816,Opfer,n,Opfer,Opfer,Opfers,Opfer,Opfer,Opfern,Opfer,Opfer,"Recovery_position.jpg|mini|3|Ein ''Opfer'' eines [[Verkehrsunfall]]es sollte in die [[stabile Seitenlage]] [[bringen|gebracht]] werden","","","",""
673,10806,Versuch,m,Versuch,Versuche,Versuches,Versuche,Versuch,Versuchen,Versuch,Versuche,"","","","",""
674,10800,Normal,n,Normal,Normale,Normals,Normale,Normal,Normalen,Normal,Normale,"","","","",""
675,10768,"Gefängnis",n,"Gefängnis","Gefängnisse","Gefängnisses","Gefängnisse","Gefängnis","Gefängnissen","Gefängnis","Gefängnisse","Alcatraz 2.JPG|mini|1|Ein ehemaliges US-amerikanisches ([[Bundesgefängnis|Bundes-]])''Gefängnis'' auf der Insel Alcatraz in Kalifornien, USA","","","",""
680,10654,Stolz,m,Stolz,"",Stolzes,"",Stolz,"",Stolz,"","","","","",""
683,10573,Sinn,m,Sinn,Sinne,Sinns,Sinne,Sinn,Sinnen,Sinn,Sinne,"","Makart_Fuenf_Sinne.jpg|mini|1|[[allegorisch|Allegorische]] Darstellung der fünf Sinne in einem [[Gemälde]] von Hans Makart: [[Tasten]], [[Hören]], [[Sehen]], [[Riechen]], [[Schmecken]]","","",""
683,10573,Sinn,f,Sinn,"",Sinn,"",Sinn,"",Sinn,"","Sinn1.JPG|mini|1|Die ''Sinn'' bei Jossa in der Gemeinde Sinntal","","","",""
685,10558,Schick,m,Schick,"",Schicks,"",Schick,"",Schick,"","","","","",""
687,10532,Krankenhaus,n,Krankenhaus,"Krankenhäuser",Krankenhauses,"Krankenhäuser",Krankenhaus,"Krankenhäusern",Krankenhaus,"Krankenhäuser","","Augsburg Josefium 26 April 2003.jpg|mini|1|''Krankenhaus'' in Augsburg, Deutschland","ISO 7010 E003 - First aid sign.svg|mini|1|Hinweis auf ''Krankenhaus''","",""
688,10528,Wohnung,f,Wohnung,Wohnungen,Wohnung,Wohnungen,Wohnung,Wohnungen,Wohnung,Wohnungen,"Grundriss Plattenbau P2.JPG|mini|1|Grundriss einer ''Wohnung''","","","",""
690,10521,Person,f,Person,Personen,Person,Personen,Person,Personen,Person,Personen,"","","","",""
692,10492,Mist,m,Mist,"",Mists,"",Mist,"",Mist,"","Dung-heap.JPG|mini|1|ein Haufen ''Mist''","","","",""
694,10474,Super,n,Super,"",Supers,"",Super,"",Super,"","","","","",""
696,10433,Mund,m,Mund,"Münder",Mundes,"Münder",Mund,"Mündern",Mund,"Münder","Mouth.jpg|mini|1|geschlossener ''Mund''","","","",""
696,10433,Mund,f,Mund,-,Mund,-,Mund,-,Mund,-,"","","","",""
697,10384,Boss,m,Boss,Bosse,Bosses,Bosse,Boss,Bossen,Boss,Bosse,"","","","",""
699,10374,Boden,m,Boden,"Böden",Bodens,"Böden",Boden,"Böden",Boden,"Böden","","","","",""
701,10336,Sex,m,Sex,"",Sex,"",Sex,"",Sex,"","Wiki-missionary.png|mini|3|''Sex'' in [[Missionarsstellung]]","","","",""
703,10274,Schwarz,n,Schwarz,"",Schwarz,"",Schwarz,"",Schwarz,"","","","","",""
703,10274,Schwarz,0,Schwarz,"",Schwarz,"",Schwarz,"",Schwarz,"","","","","",""
705,10189,Klasse,f,Klasse,Klassen,Klasse,Klassen,Klasse,Klassen,Klasse,Klassen,"FEMA - 40044 - Beethoven Elementary School Class prepares for emergencies with the STEP program..jpg|thumb|2|eine ''Klasse'' von [[Schüler]]n","","","",""
716,10071,Idiot,m,Idiot,Idioten,Idioten,Idioten,Idioten,Idioten,Idioten,Idioten,"","","","",""
717,10062,Sicherheit,f,Sicherheit,Sicherheiten,Sicherheit,Sicherheiten,Sicherheit,Sicherheiten,Sicherheit,Sicherheiten,"","","","",""
721,10023,Zeug,n,Zeug,Zeuge,Zeugs,Zeuge,Zeug,Zeugen,Zeug,Zeuge,"","","","",""
728,9921,"Mörder",m,"Mörder","Mörder","Mörders","Mörder","Mörder","Mördern","Mörder","Mörder","CCTV_1_of_Aaron_Alexis_in_building_197.jpg|mini|1|der ''Mörder'' Aaron Alexis","","","",""
732,9878,Stimme,f,Stimme,Stimmen,Stimme,Stimmen,Stimme,Stimmen,Stimme,Stimmen,"","","","",""
738,9776,"Geschäft",n,"Geschäft","Geschäfte","Geschäftes","Geschäfte","Geschäft","Geschäften","Geschäft","Geschäfte","Kinderblokker.JPG|mini|5|''Geschäft''","","","",""
744,9653,Acht,f,Acht,Achten,Acht,Achten,Acht,Achten,Acht,Achten,"","BicyleFrontWheelAfterCarCrash 1644.jpg|mini|2|eine ''Acht'' an einem Fahrrad","Poker-sm-237-8d.png|mini|4|''Acht'' der Farbe Karo","",""
744,9653,Acht,f,Acht,"",Acht,"",Acht,"",Acht,"","","","","",""
744,9653,Acht,f,Acht,"",Acht,"",Acht,"",Acht,"","","","","",""
745,9646,Liebling,m,Liebling,Lieblinge,Lieblings,Lieblinge,Liebling,Lieblingen,Liebling,Lieblinge,"","","","",""
752,9506,Meinung,f,Meinung,Meinungen,Meinung,Meinungen,Meinung,Meinungen,Meinung,Meinungen,"","","","",""
756,9420,Schluss,m,Schluss,"Schlüsse",Schlusses,"Schlüsse",Schluss,"Schlüssen",Schluss,"Schlüsse","","","","",""
760,9339,Verzeihung,f,Verzeihung,"",Verzeihung,"",Verzeihung,"",Verzeihung,"","","","","",""
761,9327,Arschloch,n,Arschloch,"Arschlöcher",Arschloches,"Arschlöcher",Arschloch,"Arschlöchern",Arschloch,"Arschlöcher","","","","",""
773,9188,Kampf,m,Kampf,"Kämpfe",Kampfs,"Kämpfe",Kampf,"Kämpfen",Kampf,"Kämpfe","The Pharaoh Tutankhamun destroying his enemies.jpg|mini|1|Tutanchamun im ''Kampf'' gegen die Asiaten","","","",""
775,9147,Team,n,Team,Teams,Teams,Teams,Team,Teams,Team,Teams,"","","","",""
776,9142,Bild,n,Bild,Bilder,Bilds,Bilder,Bild,Bildern,Bild,Bilder,"Circle reflect wikipedia.jpg|mini|1|Ein vollständig computergeneriertes ''Bild''","","","",""
783,9002,Mord,m,Mord,Morde,Mords,Morde,Mord,Morden,Mord,Morde,"Assassinato_luigi.jpg|mini|2|künstlerische Darstellung eines ''Mordes''","","","",""
788,8940,Fort,n,Fort,Forts,Forts,Forts,Fort,Forts,Fort,Forts,"Fort la conchee.jpg|220px|1|Fort La Conchée (Saint-Malo, Frankreich)","","","",""
794,8870,Tisch,m,Tisch,Tische,Tischs,Tische,Tisch,Tischen,Tisch,Tische,"Table.png|mini|1|ein ''Tisch''","","","",""
797,8849,Antwort,f,Antwort,Antworten,Antwort,Antworten,Antwort,Antworten,Antwort,Antworten,"","","","",""
801,8763,Traum,m,Traum,"Träume",Traumes,"Träume",Traum,"Träumen",Traum,"Träume","","","","",""
802,8759,Auge,n,Auge,Augen,Auges,Augen,Auge,Augen,Auge,Augen,"","Menschliches auge.jpg|220px|1|menschliches ''Auge''","Dice 2005.jpg|180px|3|fünf ''Augen'' auf einem Würfel","",""
803,8750,General,m,General,Generale,Generals,Generale,General,Generalen,General,Generale,"Karl-Heinz Lather mit Marion von Haaren in Afghanistan.jpg|mini|2|''Bundeswehrgeneral'' [[w:Karl-Heinz Lather|Lather]] bei einem Interview","","","",""
804,8716,Hotel,n,Hotel,Hotels,Hotels,Hotels,Hotel,Hotels,Hotel,Hotels,"Etap Hotel Saarbruecken.jpg|mini|1|ein ''Hotel''","","","",""
805,8667,Ziel,n,Ziel,Ziele,Zieles,Ziele,Ziel,Zielen,Ziel,Ziele,"Air-rifle-target.jpg|mini|2|Sportschießscheibe als ''Ziel''","","","",""
812,8602,Fenster,n,Fenster,Fenster,Fensters,Fenster,Fenster,Fenstern,Fenster,Fenster,"","Gordijnen aan venster.JPG|mini|1|ein ''Fenster'' mit Vorhängen","Mongolian Armed Forces engineers and contractors with Agudam LLC install a new window during a renovation project at Erdmiin Oyun School in the Nalaikh district of Ulaanbaatar, Mongolia, July 25, 2013, as part 130725-M-MG222-006.jpg|mini|2|Einbau eines ''Fensters''","Gnome-2.16-screenshot.png|mini|4|''Fenster'' auf dem Desktop",""
813,8588,Daddy,m,Daddy,Daddys,Daddys,Daddys,Daddy,Daddys,Daddy,Daddys,"","","","",""
814,8581,Handy,n,Handy,Handys,Handys,Handys,Handy,Handys,Handy,Handys,"Mobile_Phone_Evolution_1992_-_2014.jpg|mini|1|Entwicklung des ''Handys'' von 1992 bis 2014","","","",""
815,8564,Rot,n,Rot,Rot,Rots,Rot,Rot,Rot,Rot,Rot,"","Color icon red.svg|mini|1|verschiedene ''Rots''","Royal Flush.JPG|mini|2|Flush in ''Rot''","Rote Karte-RB Salzburg crop.png|mini|3|''Rot'' für den Spieler",""
816,8561,Bewegung,f,Bewegung,Bewegungen,Bewegung,Bewegungen,Bewegung,Bewegungen,Bewegung,Bewegungen,"Unknown Combo (Animated).gif|mini|1|''Bewegung'' der Finger","","","",""
828,8432,Rum,m,Rum,Rums,Rums,Rums,Rum,Rums,Rum,Rums,"Appleton Estate V-X Jamaica Rum-with glass.jpg|220px|1|ein Glas und eine Flasche mit ''Rum''","","","",""
828,8432,Rum,f,Rum,"",Rum,"",Rum,"",Rum,"","Harris, Isle of Rum.jpg|210px|2|Die Isle of Rum mit Blick auf die Cuillins","","","",""
833,8378,Augenblick,m,Augenblick,Augenblicke,Augenblicks,Augenblicke,Augenblick,Augenblicken,Augenblick,Augenblicke,"","","","",""
837,8330,Gefahr,f,Gefahr,Gefahren,Gefahr,Gefahren,Gefahr,Gefahren,Gefahr,Gefahren,"","Zeichen 101 - Gefahrstelle, StVO 1970.svg|thumb|1|[[Verkehrszeichen]] für ''Gefahr''","Switchback on Colorado State Highway 82 east of Independence Pass.jpg|thumb|1|''Gefahren'' im [[Straßenverkehr]] durch [[kurvig]]e [[Straße]]n, [[Serpentine]]n, [[Steinschlag]], [[Schnee]] und [[Eis]]","US Navy 080820-N-6674H-003 Firefighter Keala Loo, of the Pearl Harbor Fire Department, takes samples of a suspected biological agent dropped during a mock terrorist attack as part of Naval Station Pearl Harbor's Anti-Terrorism.jpg|thumb|1|''Gefahr'' einer [[biologisch]]en [[Verseuchung]]",""
840,8315,Entscheidung,f,Entscheidung,Entscheidungen,Entscheidung,Entscheidungen,Entscheidung,Entscheidungen,Entscheidung,Entscheidungen,"","","","",""
843,8283,Leiche,f,Leiche,Leichen,Leiche,Leichen,Leiche,Leichen,Leiche,Leichen,"","Konstantin Makovsky Alexander II na smertnom odre 1881.jpg|mini|1|die aufgebahrte ''Leiche'' eines Zaren","","",""
845,8259,Zug,m,Zug,"Züge",Zuges,"Züge",Zug,"Zügen",Zug,"Züge","","Indian Pacific Bellevue, Western Australia-small.jpg|thumb|1|ein ''Zug''","110615-G-EM820-108 (5880441209).jpg|thumb|2|[[kräftig]]er ''Zug'' am [[Seil]]","Chess in Dupont.jpg|thumb|5|Er [[ansetzen|setzt]] gerade zum ''Zug'' an.","Battle Color brings brass and bayonets to Pendleton 130315-M-LM776-062.jpg|thumb|6a|Ein ''Zug'' [[üben|übt]] für eine [[Parade]]."
847,8251,Chef,m,Chef,Chefs,Chefs,Chefs,Chef,Chefs,Chef,Chefs,"","","","",""
849,8217,Bier,n,Bier,Biere,Bieres,Biere,Bier,Bieren,Bier,Biere,"Beer wuerzburger hofbraue v.jpg|mini|1|Ein Glas ''Bier''","","","",""
851,8127,Minute,f,Minute,Minuten,Minute,Minuten,Minute,Minuten,Minute,Minuten,"","","","",""
852,8105,Anfang,m,Anfang,"Anfänge",Anfanges,"Anfänge",Anfang,"Anfängen",Anfang,"Anfänge","","","","",""
854,8091,Finger,m,Finger,Finger,Fingers,Finger,Finger,Fingern,Finger,Finger,"","Finger.agr.jpg|250px|1|Ein ''Finger'' an einer Hand","JetwayAtVancouverBC.jpg|250px|4|Ein ''Finger'' am Vancouver Flughafen","",""
855,8083,Zuhause,n,Zuhause,"",Zuhause,"",Zuhause,"",Zuhause,"","","","","",""
871,7903,Paris,0,Paris,"","","","","","","","Paris-quadrifolia(vonOben).jpg|250px|3|''Paris'' Quadrifolia","","","",""
878,7805,Partner,m,Partner,Partner,Partners,Partner,Partner,Partnern,Partner,Partner,"","","","",""
879,7802,Reise,f,Reise,Reisen,Reise,Reisen,Reise,Reisen,Reise,Reisen,"","","","",""
881,7772,Dame,f,Dame,Damen,Dame,Damen,Dame,Damen,Dame,Damen,"","Dame-Queen.JPG|mini|2|Die vier ''Damen'' des französischen Kartenblatts","Queen_Chess.jpg|mini|3|die Schachfigur ''Dame''","",""
881,7772,Dame,0,Dame,"","","","","",Dame,"","Problème Jeu de dames SR.gif|mini|1|''Dame''spiel","","","",""
885,7752,Bescheid,m,Bescheid,Bescheide,Bescheides,Bescheide,Bescheid,Bescheiden,Bescheid,Bescheide,"","","","",""
886,7750,Raum,m,Raum,"Räume",Raums,"Räume",Raum,"Räumen",Raum,"Räume","","","","",""
890,7705,Rolle,f,Rolle,Rollen,Rolle,Rollen,Rolle,Rollen,Rolle,Rollen,"","Pulley wheels.svg|mini|1|''Rollen'' in der Physik","Sliding_seat_with_roller_001.jpg|thumb|1|[[Rollsitz]] mit darunterliegender ''Rolle''","",""
890,7705,Rolle,m,Rolle,Rolle,Rolle,Rolle,Rolle,Rolle,Rolle,Rolle,"","","","",""
890,7705,Rolle,n,Rolle,"",Rolle,"",Rolle,"",Rolle,"","","","","",""
891,7697,Monat,mn,Monat,Monate,"",Monate,Monat,Monaten,Monat,Monate,"","","","",""
896,7652,Blau,n,Blau,Blau,Blaus,Blau,Blau,Blau,Blau,Blau,"Color icon blue.svg|mini|1|verschiedene ''Blaus''","","","",""
899,7630,Lage,f,Lage,Lagen,Lage,Lagen,Lage,Lagen,Lage,Lagen,"","","","",""
900,7603,Hochzeit,f,Hochzeit,Hochzeiten,Hochzeit,Hochzeiten,Hochzeit,Hochzeiten,Hochzeit,Hochzeiten,"FilipinoWeddingInWinnipegManitobaCanada.jpg|mini|1|Brautpaar mit Eltern bei einer kirchlichen ''Hochzeit''","","","",""
900,7603,Hochzeit,f,Hochzeit,Hochzeiten,Hochzeit,Hochzeiten,Hochzeit,Hochzeiten,Hochzeit,Hochzeiten,"","","","",""
908,7554,Richtung,f,Richtung,Richtungen,Richtung,Richtungen,Richtung,Richtungen,Richtung,Richtungen,"","","","",""
913,7538,Lauf,m,Lauf,"Läufe",Laufs,"Läufe",Lauf,"Läufen",Lauf,"Läufe","Marathon Runners.jpg|mini|1|Marathon''lauf''","","","",""
914,7514,Anwalt,m,Anwalt,"Anwälte",Anwalts,"Anwälte",Anwalt,"Anwälten",Anwalt,"Anwälte","","","","",""
916,7508,Agent,m,Agent,Agenten,Agenten,Agenten,Agenten,Agenten,Agenten,Agenten,"","","","",""
920,7427,Bar,n,Bar,Bars,Bars,Bars,Bar,Bars,Bar,Bars,"","","","",""
920,7427,Bar,f,Bar,Bars,Bar,Bars,Bar,Bars,Bar,Bars,"Sloppy-Joes-Bar-01.jpg|mini|1|eine ''Bar''","","","",""
921,7424,Beispiel,n,Beispiel,Beispiele,Beispieles,Beispiele,Beispiel,Beispielen,Beispiel,Beispiele,"","","","",""
923,7405,Weile,f,Weile,"",Weile,"",Weile,"",Weile,"","","","","",""
924,7399,Vorsicht,f,Vorsicht,"",Vorsicht,"",Vorsicht,"",Vorsicht,"","Be careful^ - geograph.org.uk - 979497.jpg|thumb|2|ein [[Schild]], das zur ''Vorsicht'' [[raten|rät]]","","","",""
925,7398,Seele,f,Seele,Seelen,Seele,Seelen,Seele,Seelen,Seele,Seelen,"","","","",""
932,7356,Kraft,f,Kraft,"Kräfte",Kraft,"Kräfte",Kraft,"Kräften",Kraft,"Kräfte","","","","",""
940,7287,Boot,n,Boot,Boote,Boots,Boote,Boot,Booten,Boot,Boote,"Fishing_boat_ORL-3_Gdynia_Poland_2003_ubt.JPG|mini|1|das ''Boot'' eines Fischers","","","",""
940,7287,Boot,m,Boot,Boots,Boots,Boots,Boot,Boots,Boot,Boots,"","Derbyboot GRENSON Huntingdon.JPG|mini|1|zwei verschiedene Derby''boots''","Engineer boot.jpg|mini|1|ein rechter Engineer''boot''","",""
944,7245,Kontrolle,f,Kontrolle,Kontrollen,Kontrolle,Kontrollen,Kontrolle,Kontrollen,Kontrolle,Kontrollen,"","","","",""
946,7221,Befehl,m,Befehl,Befehle,Befehles,Befehle,Befehl,Befehlen,Befehl,Befehle,"","","","",""
948,7179,Foto,fn,Foto,Fotos,"",Fotos,Foto,Fotos,Foto,Fotos,"Abdullah frères - Vue de Costantinople - pre 1895.jpg|mini|1|ein Stereo''foto''","","","",""
948,7179,Foto,m,Foto,Fotos,Fotos,Fotos,Foto,Fotos,Foto,Fotos,"","","","",""
949,7178,Brief,m,Brief,Briefe,Briefs,Briefe,Brief,Briefen,Brief,Briefe,"LeibnizBrief1.jpg|mini|1|ein ''Brief''","","","",""
953,7113,Tasche,f,Tasche,Taschen,Tasche,Taschen,Tasche,Taschen,Tasche,Taschen,"","Poshfit.JPG|mini|1|ein Tuch in der Brust''tasche''","Reisetasche fcm.jpg|mini|2|''Tasche''","",""
954,7102,Ehe,f,Ehe,Ehen,Ehe,Ehen,Ehe,Ehen,Ehe,Ehen,"","Two_rings.JPG|thumb|1|[[Ring]]e sind in vielen [[Kultur]]en ein [[Zeichen]], dass [[Partner]] eine ''Ehe'' [[schließen|geschlossen]] haben","Fusillade of Fun.jpg|thumb|1|''Ehen'' kann man in [[Deutschland]] [[kirchlich]] und [[standesamtlich]] [[schließen]] ([[häufig]] wird am [[Ausgang]] [[Reis]] für eine [[glücklich]]e und [[kinderreich]]e [[Zukunft]] [[werfen|geworfen]])","",""
955,7093,Unfall,m,Unfall,"Unfälle",Unfalls,"Unfälle",Unfall,"Unfällen",Unfall,"Unfälle","Tram Crash Heidelberg.jpg|mini|1|''Unfall'' einer Straßenbahn","","","",""
956,7092,Verbindung,f,Verbindung,Verbindungen,Verbindung,Verbindungen,Verbindung,Verbindungen,Verbindung,Verbindungen,"Clausthal TU Verbindung AFB Glueckauf.JPG|mini|5|Gebäude einer Studentenverbindung","","","",""
957,7090,Geschenk,n,Geschenk,Geschenke,Geschenkes,Geschenke,Geschenk,Geschenken,Geschenk,Geschenke,"Music present.jpg|mini|1|Ein verpacktes ''Geschenk''","","","",""
960,7076,Punkt,m,Punkt,Punkte,Punktes,Punkte,Punkt,Punkten,Punkt,Punkte,"","Biodots.png|thumb|1|[[viel]]e ''Punkte''","Epilachna vigintioctopunctata 01.jpg|thumb|1|[[Insekt]] mit ''Punkten''","Reclining Equiangular Sundial inscription - geograph.org.uk - 1531691.jpg|thumb|9|Mit Hilfe des [[System]]s der [[Längengrad|Längen-]] und [[Breitengrad]]e kann man jeden ''Punkt'' auf der [[Erde]] [[definieren]]","Cartesian-coordinate-system Oxy P.svg|thumb|13|Der ''Punkt'' A(3&lt;nowiki&gt;|&lt;/nowiki&gt;2) in einem [[Koordinatenkreuz]]"
966,7039,Geist,m,Geist,Geister,Geistes,Geister,Geist,Geistern,Geist,Geister,"","RobertFuddBewusstsein17Jh.png|mini|1|Robert Fludd: ''Geist'' und Bewusstsein, 17. Jahrhundert","Barong and Kris dance.jpg|mini|3|Balinesischer Tänzer vor einem Barong, dem König der guten ''Geister'' in löwenartiger Gestalt","Festival International de la Bande Dessinée d'Angoulême 2013 032.jpg|mini|4|Schatten eines ''Geistes''",""
967,7028,Sowieso,m,Sowieso,Sowiesos,Sowiesos,Sowiesos,Sowieso,Sowiesos,Sowieso,Sowiesos,"","","","",""
967,7028,Sowieso,f,Sowieso,Sowiesos,Sowieso,Sowiesos,Sowieso,Sowiesos,Sowieso,Sowiesos,"","","","",""
970,7005,Professor,m,Professor,Professoren,Professors,Professoren,Professor,Professoren,Professor,Professoren,"","","","",""
971,7003,Gold,n,Gold,"",Golds,"",Gold,"",Gold,"","Native_gold_nuggets.jpg|mini|1|''Gold''-Nuggets","","","",""
975,6937,Computer,m,Computer,Computer,Computers,Computer,Computer,Computern,Computer,Computer,"EC1835_C_cut.jpg|mini|1|[[Desktop-Computer|Desktop-''Computer'']] mit Bildschirm und Tastatur","","","",""
976,6925,Sonne,f,Sonne,Sonnen,Sonne,Sonnen,Sonne,Sonnen,Sonne,Sonnen,"","Solar prominence from STEREO spacecraft September 29, 2008.jpg|230px|1|Die ''Sonne'' unseres Sonnensystems","Crepuscular rays fork.jpg|230px|2|Die ''Sonne'' bricht durch die Bäume eines Gartens und fällt auf die Wiese","Milky Way Night Sky Black Rock Desert Nevada.jpg|230px|3|Die ''Sonne''n unserer Milchstraße sind von der Erde aus gesehen als Sterne sichtbar","Feier1960.jpg|230px|4|Der Schornsteinfeger trägt eine ''Sonne'' über der Schulter"
980,6906,Hunger,m,Hunger,"",Hungers,"",Hunger,"",Hunger,"","Mumbai baby eating.jpg|200px|1|Wer ''Hunger'' hat, muss essen!","","","",""
981,6904,Lady,f,Lady,Ladys,Lady,Ladys,Lady,Ladys,Lady,Ladys,"","","","",""
